Index,Organization Id,Name,Website,Country,Description,Founded,Industry,Number of employees
70,96a3B77b1Bb6A10,"Becker, Jimenez and Mcclain",http://www.ortega.com/,Mexico,Future-proofed impactful synergy,2022,Industrial Automation,4092
71,2fF157f5271Eb5A,Ward-Jefferson,http://serrano.com/,British Virgin Islands,Networked needs-based initiative,2011,Mining / Metals,3333
72,acE2aBcabaeDd6A,Harrison Inc,http://patton-mahoney.net/,Morocco,Profound zero-defect alliance,1986,Legal Services,3180
73,1dE55Be1102bDCF,Wilson Ltd,http://pearson.com/,Malaysia,Total eco-centric open system,2016,Maritime,7266
74,AfE40CC5aCCBDCF,"Giles, Gallagher and Tapia",https://www.sandoval.com/,Mauritius,Monitored logistical Local Area Network,1980,E - Learning,1805
75,CD92C31c0ceA5c2,"Farmer, Sanchez and Rios",http://heath-merritt.net/,Spain,Automated client-driven instruction set,1991,Animation,5934
76,E8fbcAE2Ddebe12,"Mckay, Santiago and Walker",https://wade-cantrell.com/,Iceland,Enhanced secondary archive,2011,Oil / Energy / Solar / Greentech,2424
77,7418B99EFCead38,"Ruiz, Randall and Moses",https://www.simmons.com/,Malta,Diverse radical emulation,1971,Mechanical or Industrial Engineering,3618
78,3fFa2f265E1b7DE,"Brady, Walls and Hanna",https://www.vaughn.com/,Netherlands Antilles,Expanded well-modulated solution,1992,Banking / Mortgage,5221
79,3c4Abfa30ee4E9e,"Hooper, Farrell and Clarke",https://dillon-morton.com/,Armenia,Multi-lateral needs-based alliance,2001,Other Industry,8655
80,57A4cf3CDfc981c,Murray PLC,https://nelson.com/,Macedonia,Reverse-engineered optimizing emulation,2021,Insurance,2111
81,2f8FD688AE2CD04,Page-Barry,http://www.gallegos.info/,Ecuador,Optional actuating moderator,2008,Shipbuilding,5699
82,8ab148BBa86f56b,"Roach, Irwin and Vaughan",http://keith.com/,Montserrat,Diverse hybrid instruction set,2018,Public Safety,3032
83,DCFECAAbE2654a2,"Logan, Cherry and Alvarez",https://guerrero.com/,Guernsey,Future-proofed interactive function,1999,Hospital / Health Care,1657
84,0Ffea6c414be04F,Nichols and Sons,http://www.sexton-hood.info/,Bouvet Island (Bouvetoya),Reduced next generation open architecture,2016,Health / Fitness,1540
85,b25828Cd55F7C7B,Garza LLC,http://andrews.com/,French Polynesia,Assimilated object-oriented groupware,1977,Professional Training,3928
86,7ac8e1961fAbe8B,Cooke Group,https://mueller-mcbride.com/,Israel,Persistent multi-state orchestration,2018,Printing,8294
87,89eaDA5cBbC6cAD,Sutton PLC,https://www.ballard-dickson.com/,Hungary,Reactive exuding interface,1980,Human Resources / HR,3742
88,f946315deAF5de9,Armstrong-Salazar,https://www.livingston.com/,Liberia,Optimized asymmetric middleware,1997,Dairy,9978
89,b8f3190cd85BA6a,Nunez LLC,http://finley.org/,Micronesia,Robust foreground algorithm,1994,Architecture / Planning,3384
90,C9dC23Fa80D8Ec4,"Tanner, Poole and Golden",https://www.hahn.biz/,Chile,Cross-group demand-driven portal,2013,International Affairs,6573
91,934E7c4c1c55d7C,"Fleming, Terrell and Grimes",http://www.moses-blake.com/,Ireland,Devolved bandwidth-monitored benchmark,1989,Facilities Services,2243
92,A214d8f7DEa596D,Mcgee Group,http://www.crawford-bryan.com/,Malaysia,Down-sized multi-tasking productivity,1992,Graphic Design / Web Design,2015
93,3b8B981F1654eF9,Dickson LLC,http://www.carter.com/,Bolivia,Multi-layered national strategy,2006,Information Services,7436
94,CEDe000f67C6F06,Kerr PLC,https://munoz-cantu.com/,Samoa,Mandatory composite task-force,1989,Law Practice / Law Firms,6307
95,D7230dc1a682e75,Mcconnell LLC,http://www.valdez.info/,Palestinian Territory,Profit-focused context-sensitive concept,1999,Transportation,8678
96,FdE8375EFC8ae3c,Manning PLC,https://www.skinner.com/,Belgium,Streamlined systematic software,1999,Furniture,229
97,Fcaf6e9E61a9fb1,Mclean-Velasquez,http://www.beasley.com/,United States of America,Profound 3rdgeneration protocol,1973,Internet,979
98,D4fCA9D2a36b393,Cameron-Kelley,https://www.chen.com/,Moldova,Triple-buffered actuating groupware,2007,Outsourcing / Offshoring,6770
99,cE1aD48F49F5f83,Norman Ltd,http://www.gross.com/,Saint Vincent and the Grenadines,Integrated coherent intranet,2009,Writing / Editing,2236
100,ca5Ff5D2165b51f,"Dennis, Nicholson and Price",http://macias-owens.info/,Mali,Integrated stable application,1980,Outsourcing / Offshoring,4647
101,fb6dca8BEcD8D91,"Wolf, Orozco and Salinas",https://www.gardner-mahoney.com/,Trinidad and Tobago,Devolved zero administration knowledgebase,2005,Mining / Metals,5032
102,AaC0Cdc566d4Dd9,"Snyder, Graham and Oconnor",https://www.tapia.info/,Andorra,Self-enabling methodical project,2000,Luxury Goods / Jewelry,1078
103,32Eb4CB9cF5402c,Guerrero-Underwood,https://www.nicholson-blanchard.com/,Colombia,Multi-layered 5thgeneration matrices,2021,Industrial Automation,1686
104,495ceDbbB9D9C8e,Wheeler-Hanson,http://lynn-gaines.com/,Armenia,Organic directional pricing structure,2005,Religious Institutions,6803
105,ae8d0d3A17beda4,"Rubio, Cooke and Thompson",https://www.snow-gutierrez.com/,Ethiopia,Self-enabling 5thgeneration data-warehouse,2008,Computer Games,6805
106,Fa2dacdBf2e8Aa8,Mclaughlin and Sons,http://www.harmon-webster.com/,Western Sahara,Robust static initiative,2020,Wholesale,9577
107,3f8Bce95Cb39A56,"Salinas, Lawrence and Stokes",https://www.boone-david.com/,Northern Mariana Islands,Integrated coherent core,2007,Events Services,3325
108,f062F063c5b4e5f,"Scott, Mills and Lindsey",http://www.cole.com/,Russian Federation,Implemented logistical circuit,2015,Telecommunications,7621
109,3ACa3bCC7d3B8FB,Sharp and Sons,https://www.bartlett-santana.com/,Estonia,Ergonomic multi-tasking ability,2016,Railroad Manufacture,3353
110,F7d2bAC8581416c,Forbes-Crosby,https://www.costa-sexton.org/,Burundi,Diverse even-keeled matrix,1993,Package / Freight Delivery,1407
111,79FBdEdDAD5bD54,Summers LLC,https://www.koch.com/,Lesotho,Expanded client-driven function,2015,Package / Freight Delivery,5352
112,2F1DDBFf5D1e81C,Payne-Macdonald,https://www.page.com/,Somalia,Advanced exuding data-warehouse,2017,Commercial Real Estate,5990
113,c3e9E1E98022a99,Wiley PLC,https://www.shah.com/,Hong Kong,Object-based bi-directional database,2002,Plastics,308
114,BFeEA5B472c30FF,"Lindsey, Atkins and Chavez",https://oconnell.com/,Albania,Integrated demand-driven projection,1997,Package / Freight Delivery,6798
115,66E23E7bb53B95c,Henson-Reyes,https://eaton-schneider.info/,Guatemala,Networked upward-trending hardware,2004,Defense / Space,7283
116,D539DcDD6F5333E,Fry Inc,https://cowan-stevenson.com/,Togo,Enterprise-wide local structure,2020,Performing Arts,4640
117,e034c78Cf8d433e,Miranda-Hancock,https://www.brooks.com/,Israel,Fully-configurable full-range info-mediaries,1993,Market Research,1816
118,BcA6e3BCadcCc85,Riley Ltd,https://www.esparza.com/,Togo,Multi-layered reciprocal architecture,2014,Industrial Automation,1360
119,B0707E5DF432f0F,Hughes PLC,https://www.park.com/,Gambia,Progressive exuding solution,1970,Museums / Institutions,5656
120,Df9bEDe0E485775,Chavez-Mendez,http://kennedy.org/,Serbia,Optimized impactful encoding,1990,Facilities Services,3636
121,8bEb8a49d7E7A6c,Turner-Watson,http://www.dunn.com/,United States Minor Outlying Islands,Automated composite moratorium,1987,Food / Beverages,7286
122,642bb54ccBd4846,Fritz LLC,https://www.fisher.biz/,Bhutan,Right-sized multi-tasking artificial intelligence,2010,Food / Beverages,9725
123,094A6E9eA33F01d,Ayers LLC,https://www.arroyo.com/,Namibia,Automated homogeneous strategy,1981,Gambling / Casinos,8429
124,4Ae591ea10366bC,"Cross, Rangel and Mccormick",http://key.info/,South Africa,Compatible next generation encoding,1973,Electrical / Electronic Manufacturing,8501
125,EE103dF820Cc0BC,"Newman, Green and Curry",http://gould.org/,Paraguay,Customizable client-server matrices,1991,Outsourcing / Offshoring,6001
126,31E31BACaD6ECF9,"Martin, Hanson and Gross",http://reynolds.com/,Tanzania,Ameliorated hybrid standardization,1998,Construction,7896
127,61672faa7dcBEf5,Watson-Marshall,http://gibbs.net/,Seychelles,Team-oriented executive matrices,2011,Computer Software / Engineering,105
128,74E8FbCD4fF6dbF,Rogers-Leonard,http://www.barnes-davis.com/,Peru,Robust mobile product,2022,Music,7458
129,FEFeFea6F4a2693,Simon Ltd,https://www.gilmore.org/,Switzerland,Centralized well-modulated migration,2008,Retail Industry,1529
130,E6ceCEC8205dDE0,Henson LLC,http://www.pacheco-chapman.org/,Iran,Reactive asymmetric website,1977,Industrial Automation,7123
131,76CEaA538aa80BE,Haley-Mclean,https://escobar.info/,Azerbaijan,Focused 5thgeneration structure,2009,Semiconductors,5721
132,8F15eFb7df1dCb8,"Mills, Chavez and Jenkins",https://www.vance.com/,Iraq,Adaptive 3rdgeneration capability,1975,Wholesale,1474
133,5Ac68f3dCD6FBDB,Martin-Mcguire,http://mercer.com/,Russian Federation,Upgradable didactic instruction set,1997,Cosmetics,891
134,B8Fd9F0Fe80C928,Costa LLC,http://combs.info/,Bangladesh,Intuitive holistic interface,1993,Real Estate / Mortgage,6320
135,0B5eBad76E35b2e,Fowler Group,http://www.sampson.biz/,New Caledonia,Visionary 3rdgeneration parallelism,1996,Nanotechnology,4127
136,dfFF7dB25e0E1b0,"Griffith, Schneider and Stafford",http://www.mcpherson-acosta.info/,India,Extended directional capability,1988,Capital Markets / Hedge Fund / Private Equity,5450
137,9c9bE077A3A00ac,"Cohen, Graves and Gardner",https://adkins-griffin.biz/,French Guiana,Digitized neutral middleware,1982,Writing / Editing,8548
138,adC8E97bfdcaCBc,Roach-Hicks,http://www.levine.com/,Somalia,Reduced stable approach,1990,Information Technology / IT,3533
139,A0fb9FdBaFBD6ED,Simon PLC,https://www.morales.net/,Svalbard & Jan Mayen Islands,Business-focused analyzing concept,1970,Performing Arts,7973
140,3EcdCAe555c80fF,Rodriguez-Walls,http://www.lynch-shah.org/,Gambia,Down-sized tangible pricing structure,1971,Entertainment / Movie Production,1469
141,8af3771cAbBf9eA,"Flynn, Bishop and Key",https://hill.com/,Korea,Sharable tertiary groupware,1999,Staffing / Recruiting,7109
142,74cEA79AAFcA62e,"Gates, Ponce and Armstrong",http://stuart.info/,Tanzania,Optimized empowering service-desk,1971,Apparel / Fashion,5736
143,cEaaE2dd5b2CDcB,"Sanders, Patrick and Terry",https://robinson-harrison.com/,Denmark,Polarized object-oriented open architecture,1991,Building Materials,7581
144,7ee1A75B2f1eD4B,"Ho, Stewart and Schwartz",http://www.williamson.com/,Tuvalu,Switchable client-driven Local Area Network,1971,Shipbuilding,7623
145,038Ab65b577CefF,Mcfarland Ltd,https://www.dean-dalton.com/,Ghana,Right-sized fresh-thinking toolset,1999,Entertainment / Movie Production,7778
146,3BB9eFC14A25cD5,Calhoun-Boyer,https://www.stein-delgado.net/,Niue,Reduced asymmetric secured line,1991,Consumer Services,6423
147,1c19FD97Dde746B,"Hickman, Galloway and Le",https://www.lynch.com/,Zambia,Customer-focused dedicated project,2005,Translation / Localization,6348
148,3CCFe50B38D13E7,"Ochoa, Paul and Carroll",https://cabrera.info/,South Georgia and the South Sandwich Islands,Focused bifurcated framework,1986,Security / Investigations,2511
149,AA1B8Af4D68908b,Patrick-Reeves,https://www.lozano.biz/,Dominica,Realigned leadingedge concept,1983,Sporting Goods,6536
150,bCa3409aC2eEf36,Hahn-Holland,http://mack.com/,Andorra,Face-to-face national implementation,1972,Consumer Electronics,6440
151,BedDA6b7Cd53d7C,"Reeves, Sandoval and Henry",https://calhoun.org/,Suriname,Extended national process improvement,1986,Chemicals,5618
152,Be1D10cfD3aABEA,Vazquez-May,http://cohen-hampton.com/,Wallis and Futuna,Organic motivating productivity,2001,Capital Markets / Hedge Fund / Private Equity,3969
153,6EE8DEe5C153b4E,Bridges-Costa,http://www.campos-dudley.biz/,Djibouti,Advanced asymmetric hardware,2006,Paper / Forest Products,2081
154,b1Ed93B61AcEcB4,"Huerta, Thomas and Vaughan",http://brady.com/,Christmas Island,Optional content-based secured line,2014,Fishery,1686
155,dBFe2EC548BB1B1,Whitehead and Sons,http://espinoza.com/,Jersey,Implemented zero tolerance alliance,2007,Computer Hardware,9066
156,af4d1Dd939e5f02,Roberson-Hancock,https://www.rosario-franklin.com/,Turkey,Multi-channeled directional system engine,1998,Package / Freight Delivery,2113
157,2d952C6fab65BAd,Cannon-Alvarez,https://harrington.info/,French Guiana,Sharable optimal pricing structure,1995,Chemicals,6263
158,974D1278DfEB67A,Miles PLC,http://alvarado-ayala.com/,Cocos (Keeling) Islands,Innovative composite throughput,2015,Shipbuilding,7431
159,16fea1DC5fffc45,"Randolph, Key and Fuller",https://www.moses.info/,Guernsey,Extended responsive capability,2010,Security / Investigations,89
160,0f11364ff6FBcEc,Greer-Cervantes,https://hebert.com/,Armenia,Reactive motivating methodology,2011,Cosmetics,4849
161,fedB8AA5899Aadd,Bolton Ltd,http://hodge-hogan.com/,Liberia,Progressive dynamic intranet,2014,Building Materials,6324
162,7caE3DADB7fFc7d,Ortiz-Valdez,https://www.cameron.com/,United States of America,Vision-oriented holistic capability,1979,Venture Capital / VC,9803
163,dD1E37d48eE6F3F,"Hammond, Melton and Leblanc",https://stafford.com/,Niger,Multi-layered demand-driven data-warehouse,1986,Consumer Electronics,9545
164,d2c5A77E0Dc7f95,Morgan-Russo,https://humphrey.info/,Lesotho,Vision-oriented exuding installation,2010,Architecture / Planning,7960
165,D69843bA9E63E6A,Mayo-Blair,https://reese.com/,Spain,Enterprise-wide 24hour challenge,2000,Luxury Goods / Jewelry,2041
166,fE74e567c6df3B0,Rojas-Fuentes,http://www.rangel.com/,South Africa,Distributed logistical orchestration,1985,Media Production,2493
167,C1cd9222e3F7C9F,Reeves and Sons,http://www.hunter.net/,Ecuador,Multi-channeled asynchronous projection,2010,Arts / Crafts,6604
168,5Cd69d507e2E2D8,Eaton Group,https://holt-bowers.info/,Saint Kitts and Nevis,Seamless human-resource strategy,2014,Recreational Facilities / Services,2643
169,Fd16f501AffBAC3,Jenkins and Sons,https://lam.com/,Grenada,Persistent mission-critical forecast,2008,Building Materials,4839
170,Bc7CFDfcbbD8dd7,"Romero, Schaefer and Choi",http://www.shields.com/,France,Decentralized interactive contingency,1983,Consumer Electronics,3632
171,a8d5C8AE1ccCa3E,"Farley, Chase and Ryan",https://deleon-leonard.com/,British Virgin Islands,Managed maximized open system,1996,Fine Art,4495
172,C94Fa54De3D4E48,Arnold PLC,http://www.riley-fry.com/,Georgia,Devolved systematic analyzer,2006,Wine / Spirits,4059
173,BDbb9e30e9b0DbE,Dorsey-Brewer,http://daugherty.com/,Israel,Networked solution-oriented forecast,2022,International Trade / Development,4668
174,e5CeCBC735e5e4B,Holder-Cochran,http://www.chandler-holmes.info/,Gabon,Object-based optimizing array,1985,Fundraising,7631
175,7Da5ebE35Ba6C32,Yang Inc,http://mora-green.info/,Myanmar,Devolved directional throughput,2007,Gambling / Casinos,4416
176,bBCe3ca251E6e4e,"Cox, Conway and Mcmahon",https://www.moon-conway.com/,Bermuda,Organic analyzing data-warehouse,1984,E - Learning,2309
177,b80Ecf325244Cb3,Frank PLC,http://howard.com/,Kuwait,Reactive zero tolerance service-desk,1987,Arts / Crafts,7157
178,ca2B9Ef2E9fEDaA,"Petty, Gilbert and Rodgers",https://www.richards.org/,Gabon,Triple-buffered systemic database,2005,Fishery,8650
179,f92EabbdbB0f891,Molina-Foley,http://www.stokes-arellano.org/,Nicaragua,Face-to-face secondary project,1974,Mental Health Care,796
180,37b6a79CF380BD3,"Rowe, Rosario and Graham",http://www.holt.com/,United Arab Emirates,Streamlined value-added synergy,1999,Events Services,7997
181,e2C9FaA52A9bfcd,Dudley Ltd,https://dominguez.com/,Bouvet Island (Bouvetoya),Synchronized fresh-thinking capability,2010,Health / Fitness,3457
182,AF27d553Ae1B9FD,Gardner-Huff,https://bray-mann.info/,French Southern Territories,Multi-layered didactic matrix,1980,Packaging / Containers,7547
183,1DbDaEeAdB5E677,Fitzpatrick-Hensley,https://www.fisher.com/,United Kingdom,Implemented 24/7 service-desk,2005,Computer Games,2728
184,42aC7a8a0cEE79a,Alvarado Inc,http://reyes.net/,China,Switchable user-facing benchmark,1980,Fishery,2263
185,acd61C0b4F37E9a,"Cobb, Montgomery and Barron",https://ho.com/,Zambia,Triple-buffered user-facing matrices,1994,Veterinary,6435
186,de2E8F48E036CDC,Beltran LLC,https://www.boone.com/,Norfolk Island,Compatible 6thgeneration hierarchy,2012,Environmental Services,6771
187,BEF3dD022FCF6b2,Hanson-Glover,http://warren.com/,Mexico,Open-source encompassing attitude,1991,Ranching,8045
188,16A7522c6388dee,Tate-Weber,http://foley.org/,Belize,Profit-focused client-server hardware,1989,International Affairs,3899
189,98a7d949bFbFCE6,"Kelly, Guzman and Fuller",http://fields.com/,Malaysia,Upgradable eco-centric migration,2000,Capital Markets / Hedge Fund / Private Equity,7279
190,89212EEf66cCf9F,Holt-Irwin,https://www.sharp-blevins.com/,Ghana,Up-sized real-time analyzer,2017,Alternative Medicine,2781
191,1fE8BDDEAEDfD90,Lamb Group,http://www.pierce.org/,Mauritius,Vision-oriented asynchronous encryption,1999,Legislative Office,7179
192,52bb0cE1A41d060,"Stuart, Haynes and Dickson",https://www.patterson.com/,Lao People's Democratic Republic,Decentralized multi-tasking open system,2009,Semiconductors,2694
193,70DfD9BF0c0d79f,"Baxter, Randall and Frey",https://www.carpenter.info/,Russian Federation,Down-sized multi-tasking policy,1978,Marketing / Advertising / Sales,3871
194,FBCe1Fb22D0ea8a,Salinas LLC,https://www.lynn-phillips.info/,Moldova,Right-sized 6thgeneration algorithm,2015,Aviation / Aerospace,12
195,Ed93C4b9E04EF0F,Villarreal-Huynh,https://paul-gray.com/,Sudan,Operative regional project,2001,Investment Management / Hedge Fund / Private Equity,5077
